# Average strain over simulation: 0.0282424
# Frame	Strain
1251	0.024311
1252	0.0243155
1253	0.0243202
1254	0.0243249
1255	0.0243295
1256	0.0243346
1257	0.0243393
1258	0.0243441
1259	0.0243494
1260	0.0243545
1261	0.0243595
1262	0.0243642
1263	0.0243687
1264	0.0243738
1265	0.0243788
1266	0.0243838
1267	0.0243886
1268	0.0243925
1269	0.0243973
1270	0.0244022
1271	0.0244072
1272	0.024412
1273	0.024416
1274	0.0244208
1275	0.0244258
1276	0.0244307
1277	0.0244354
1278	0.0244399
1279	0.0244448
1280	0.0244497
1281	0.0244546
1282	0.0244595
1283	0.0244635
1284	0.0244682
1285	0.0244731
1286	0.0244779
1287	0.0244828
1288	0.024487
1289	0.0244918
1290	0.0244966
1291	0.0245013
1292	0.0245061
1293	0.0245101
1294	0.0245147
1295	0.0245193
1296	0.0245238
1297	0.0245284
1298	0.024532
1299	0.024536
1300	0.0245407
1301	0.0245455
1302	0.0245502
1303	0.0245548
1304	0.0245591
1305	0.0245638
1306	0.0245685
1307	0.0245732
1308	0.0245777
1309	0.0245819
1310	0.0245865
1311	0.0245912
1312	0.0245959
1313	0.0246006
1314	0.0246048
1315	0.0246093
1316	0.024614
1317	0.0246186
1318	0.0246232
1319	0.0246271
1320	0.0246315
1321	0.0246361
1322	0.0246408
1323	0.0246454
1324	0.0246494
1325	0.0246538
1326	0.0246584
1327	0.0246632
1328	0.0246677
1329	0.0246717
1330	0.0246759
1331	0.0246805
1332	0.024685
1333	0.0246896
1334	0.0246939
1335	0.0246979
1336	0.0247026
1337	0.0247071
1338	0.0247116
1339	0.0247159
1340	0.0247199
1341	0.0247242
1342	0.0247283
1343	0.0247326
1344	0.0247371
1345	0.024741
1346	0.0247455
1347	0.0247499
1348	0.0247544
1349	0.0247587
1350	0.0247624
1351	0.0247668
1352	0.0247712
1353	0.0247755
1354	0.0247799
1355	0.0247834
1356	0.0247878
1357	0.0247922
1358	0.0247966
1359	0.024801
1360	0.0248047
1361	0.0248091
1362	0.0248135
1363	0.0248178
1364	0.0248222
1365	0.0248261
1366	0.0248302
1367	0.0248347
1368	0.0248397
1369	0.0248447
1370	0.0248494
1371	0.0248541
1372	0.0248592
1373	0.024864
1374	0.0248691
1375	0.0248738
1376	0.0248782
1377	0.0248833
1378	0.0248884
1379	0.0248935
1380	0.0248979
1381	0.0249026
1382	0.0249077
1383	0.0249125
1384	0.0249174
1385	0.0249214
1386	0.0249254
1387	0.02493
1388	0.024935
1389	0.0249401
1390	0.0249449
1391	0.0249491
1392	0.0249539
1393	0.0249588
1394	0.0249638
1395	0.0249688
1396	0.0249724
1397	0.024977
1398	0.024982
1399	0.0249875
1400	0.0249934
1401	0.0249982
1402	0.025004
1403	0.0250098
1404	0.0250154
1405	0.0250212
1406	0.0250253
1407	0.0250311
1408	0.0250367
1409	0.0250423
1410	0.0250478
1411	0.0250524
1412	0.025058
1413	0.0250638
1414	0.0250695
1415	0.0250753
1416	0.0250804
1417	0.0250857
1418	0.0250917
1419	0.0250975
1420	0.0251033
1421	0.0251079
1422	0.0251137
1423	0.0251197
1424	0.0251255
1425	0.0251312
1426	0.0251363
1427	0.0251416
1428	0.0251469
1429	0.0251524
1430	0.0251581
1431	0.0251632
1432	0.0251687
1433	0.0251745
